0.000000000000000000e+00 3.505260017802456617e-03
5.000000000000000000e+00 3.504003506941838660e-03
1.000000000000000000e+01 3.501264138569798456e-03
1.500000000000000000e+01 3.496476433037840927e-03
2.000000000000000000e+01 3.491133467474959780e-03
2.500000000000000000e+01 3.484841902634939256e-03
3.000000000000000000e+01 3.477677824748221305e-03
3.500000000000000000e+01 3.468381227661115635e-03
4.000000000000000000e+01 3.458059784115650320e-03
4.500000000000000000e+01 3.445348068424339966e-03
5.000000000000000000e+01 3.431480766877303620e-03
5.500000000000000000e+01 3.417379891407361890e-03
6.000000000000000000e+01 3.400644013322994593e-03
6.500000000000000000e+01 3.382283995251731974e-03
7.000000000000000000e+01 3.363300386640360410e-03
7.500000000000000000e+01 3.341911992360917325e-03
8.000000000000000000e+01 3.319395602772196897e-03
8.500000000000000000e+01 3.296533315378985442e-03
9.000000000000000000e+01 3.272479162261233976e-03
9.500000000000000000e+01 3.247516536730044295e-03
1.000000000000000000e+02 3.220397887332190207e-03
1.050000000000000000e+02 3.192804750552240192e-03
1.100000000000000000e+02 3.164355226279465857e-03
1.150000000000000000e+02 3.134496214974349590e-03
1.200000000000000000e+02 3.102999515280016520e-03
1.250000000000000000e+02 3.071516360994203977e-03
1.300000000000000000e+02 3.038198886504603433e-03
1.350000000000000000e+02 3.003395861156304969e-03
1.400000000000000000e+02 2.968310208853968887e-03
1.450000000000000000e+02 2.932138282292799745e-03
1.500000000000000000e+02 2.893702433273931222e-03
1.550000000000000000e+02 2.855185058378664417e-03
1.600000000000000000e+02 2.815409727784740513e-03
1.650000000000000000e+02 2.774254011044302061e-03
1.700000000000000000e+02 2.732846677826064087e-03
1.750000000000000000e+02 2.691486540976724667e-03
1.800000000000000000e+02 2.648346689141909977e-03
1.850000000000000000e+02 2.605162228523701974e-03
1.900000000000000000e+02 2.561201245220159645e-03
1.950000000000000000e+02 2.516507919954349970e-03
2.000000000000000000e+02 2.471811889730907846e-03
2.050000000000000000e+02 2.425803680799110476e-03
2.100000000000000000e+02 2.379603440133393807e-03
2.150000000000000000e+02 2.333102735882258000e-03
2.200000000000000000e+02 2.285842102094532650e-03
2.250000000000000000e+02 2.238747163992976883e-03
2.300000000000000000e+02 2.191036310120807011e-03
2.350000000000000000e+02 2.143226339795631114e-03
2.400000000000000000e+02 2.095536741156513606e-03
2.450000000000000000e+02 2.046500657357549179e-03
2.500000000000000000e+02 1.997546404807814657e-03
2.550000000000000000e+02 1.949439598024259963e-03
2.600000000000000000e+02 1.900921429654188607e-03
2.650000000000000000e+02 1.852760303439089564e-03
2.700000000000000000e+02 1.804864155999524270e-03
2.750000000000000000e+02 1.757296049881817632e-03
2.800000000000000000e+02 1.709079372578965793e-03
2.850000000000000000e+02 1.661032985390515498e-03
2.900000000000000000e+02 1.613903846404426447e-03
2.950000000000000000e+02 1.566409095327170146e-03
3.000000000000000000e+02 1.519524573411415750e-03
3.050000000000000000e+02 1.473345628918272966e-03
3.100000000000000000e+02 1.427643661540314206e-03
3.150000000000000000e+02 1.381615980466160618e-03
3.200000000000000000e+02 1.337369701814172026e-03
3.250000000000000000e+02 1.293269043403953711e-03
3.300000000000000000e+02 1.249405248932243181e-03
3.350000000000000000e+02 1.206903164668736601e-03
3.400000000000000000e+02 1.165498538476036601e-03
3.450000000000000000e+02 1.123891436690622591e-03
3.500000000000000000e+02 1.082771015936187867e-03
3.550000000000000000e+02 1.042460714643406779e-03
3.600000000000000000e+02 1.003397031646250130e-03
3.650000000000000000e+02 9.648721342595832423e-04
3.700000000000000000e+02 9.274412029057198812e-04
3.750000000000000000e+02 8.904286048163946327e-04
3.800000000000000000e+02 8.542847736088064314e-04
3.850000000000000000e+02 8.190637330881139506e-04
3.900000000000000000e+02 7.852097769829958834e-04
3.950000000000000000e+02 7.516359356766372539e-04
4.000000000000000000e+02 7.193103010462110949e-04
4.050000000000000000e+02 6.878264157706322213e-04
4.100000000000000000e+02 6.572926611207868808e-04
4.150000000000000000e+02 6.270531530146563129e-04
4.200000000000000000e+02 5.978643399572779659e-04
4.250000000000000000e+02 5.696088943254752060e-04
4.300000000000000000e+02 5.426245033548433893e-04
4.350000000000000000e+02 5.162124773196287517e-04
4.400000000000000000e+02 4.906881883556317393e-04
4.450000000000000000e+02 4.660854872193337058e-04
4.500000000000000000e+02 4.424413995561701199e-04
4.550000000000000000e+02 4.193859406024760990e-04
4.600000000000000000e+02 3.972154925117256006e-04
4.650000000000000000e+02 3.760231386389374761e-04
4.700000000000000000e+02 3.555661423984504839e-04
4.750000000000000000e+02 3.360151988108267432e-04
4.800000000000000000e+02 3.173730222749168001e-04
4.850000000000000000e+02 2.995485629016402971e-04
4.900000000000000000e+02 2.822534353760870664e-04
4.950000000000000000e+02 2.656940788776352932e-04
5.000000000000000000e+02 2.497875410060005361e-04
5.050000000000000000e+02 2.345312123736703613e-04
5.100000000000000000e+02 2.203044821788154267e-04
5.150000000000000000e+02 2.065758465412936818e-04
5.200000000000000000e+02 1.936733787591495329e-04
5.250000000000000000e+02 1.814745172465415687e-04
5.300000000000000000e+02 1.695464704162233285e-04
5.350000000000000000e+02 1.584120236123884664e-04
5.400000000000000000e+02 1.478454517421244120e-04
5.450000000000000000e+02 1.378748953476806414e-04
5.500000000000000000e+02 1.284410957844637742e-04
5.550000000000000000e+02 1.195701252612748044e-04
5.600000000000000000e+02 1.109930593831751750e-04
5.650000000000000000e+02 1.030416200985168919e-04
5.700000000000000000e+02 9.559807502817028329e-05
5.750000000000000000e+02 8.832350085768422626e-05
5.800000000000000000e+02 8.177924731980362489e-05
5.850000000000000000e+02 7.543732349844203995e-05
5.900000000000000000e+02 6.974968461322228583e-05
5.950000000000000000e+02 6.429961515263423713e-05
6.000000000000000000e+02 5.921290888809773345e-05
6.050000000000000000e+02 5.412739193907798634e-05
6.100000000000000000e+02 4.945755973495348002e-05
6.150000000000000000e+02 4.527781679416350799e-05
6.200000000000000000e+02 4.152085065882468013e-05
6.250000000000000000e+02 3.779396521859734541e-05
6.300000000000000000e+02 3.432935936215607015e-05
6.350000000000000000e+02 3.116754918249388888e-05
6.400000000000000000e+02 2.831712084557899659e-05
6.450000000000000000e+02 2.558658045782483020e-05
6.500000000000000000e+02 2.316363865495504347e-05
6.550000000000000000e+02 2.085079385356367412e-05
6.600000000000000000e+02 1.862344698352180462e-05
6.650000000000000000e+02 1.675717272091770978e-05
6.700000000000000000e+02 1.495207102676355202e-05
6.750000000000000000e+02 1.328827540916796023e-05
6.800000000000000000e+02 1.185808535021174175e-05
6.850000000000000000e+02 1.037010983029704547e-05
6.900000000000000000e+02 9.128792048588558843e-06
6.950000000000000000e+02 8.026729060130345363e-06
7.000000000000000000e+02 7.070478755600457015e-06
7.050000000000000000e+02 6.147225505977730841e-06
7.100000000000000000e+02 5.310608105380279353e-06
7.150000000000000000e+02 4.474334301732124777e-06
7.200000000000000000e+02 3.818848401550447216e-06
7.250000000000000000e+02 3.201613821451165777e-06
7.300000000000000000e+02 2.665199535187430203e-06
7.350000000000000000e+02 2.192000537887267518e-06
7.400000000000000000e+02 1.787948367265422934e-06
7.450000000000000000e+02 1.452129706775259623e-06
7.500000000000000000e+02 1.102302367872499444e-06
7.550000000000000000e+02 8.140210735973990571e-07
7.600000000000000000e+02 5.785387790891236509e-07
7.650000000000000000e+02 4.003952109147020922e-07
7.700000000000000000e+02 2.789034455034912522e-07
7.750000000000000000e+02 1.608163395936480846e-07
7.800000000000000000e+02 9.172536817128649368e-08
7.850000000000000000e+02 3.343122314274641769e-08
7.900000000000000000e+02 8.971146596889784493e-09
7.950000000000000000e+02 0.000000000000000000e+00
8.000000000000000000e+02 0.000000000000000000e+00
8.050000000000000000e+02 0.000000000000000000e+00
8.100000000000000000e+02 0.000000000000000000e+00
8.150000000000000000e+02 0.000000000000000000e+00
8.200000000000000000e+02 0.000000000000000000e+00
8.250000000000000000e+02 0.000000000000000000e+00
8.300000000000000000e+02 0.000000000000000000e+00
8.350000000000000000e+02 0.000000000000000000e+00
8.400000000000000000e+02 0.000000000000000000e+00
8.450000000000000000e+02 0.000000000000000000e+00
8.500000000000000000e+02 0.000000000000000000e+00
