1 0.001 0.00483199
1.06412 0.001 0.00472091
1.13235 0.001 0.00459848
1.20495 0.001 0.00446417
1.28221 0.001 0.00431744
1.36442 0.001 0.00415793
1.4519 0.001 0.00398549
1.545 0.001 0.00380031
1.64406 0.001 0.00360298
1.74947 0.001 0.00339457
1.86165 0.001 0.0031768
1.98101 0.001 0.00295211
2.10803 0.001 0.00272378
2.24319 0.001 0.00249601
2.38702 0.001 0.00227397
2.54007 0.001 0.00206377
2.70293 0.001 0.00187233
2.87624 0.001 0.0017071
3.06066 0.001 0.00157566
3.2569 0.001 0.00148499
3.46572 0.001 0.00144066
3.68794 0.001 0.00144566
3.9244 0.001 0.00149917
4.17603 0.001 0.00159534
4.44378 0.001 0.00172237
4.72871 0.001 0.00186223
5.0319 0.001 0.00199161
5.35454 0.001 0.00208447
5.69786 0.001 0.00211635
6.06319 0.001 0.0020702
6.45195 0.001 0.00194243
6.86563 0.001 0.00174727
7.30584 0.001 0.00151667
7.77428 0.001 0.00129392
8.27275 0.001 0.00112067
8.80318 0.001 0.00102061
9.36762 0.001 0.000986942
9.96825 0.001 0.000982081
10.6074 0.001 0.00095498
11.2875 0.001 0.000870988
12.0112 0.001 0.000736526
12.7814 0.001 0.000596429
13.6009 0.001 0.000497953
14.473 0.001 0.000447956
15.4009 0.001 0.000408006
16.3884 0.001 0.000340742
17.4392 0.001 0.000256313
18.5573 0.001 0.000194513
19.7472 0.001 0.000164367
21.0134 0.001 0.000136308
22.3607 0.001 9.86709e-05
23.7944 0.001 7.12742e-05
25.32 0.001 5.66805e-05
26.9435 0.001 4.07185e-05
28.6711 0.001 2.81796e-05
30.5094 0.001 2.16169e-05
32.4656 0.001 1.43221e-05
34.5472 0.001 9.88157e-06
36.7623 0.001 6.73411e-06
39.1194 0.001 4.35308e-06
41.6277 0.001 2.83615e-06
44.2967 0.001 1.76771e-06
47.1369 0.001 1.09829e-06
50.1593 0.001 6.79954e-07
53.3754 0.001 3.94239e-07
56.7977 0.001 2.32199e-07
60.4394 0.001 1.32311e-07
64.3146 0.001 7.04228e-08
68.4384 0.001 3.43111e-08
72.8265 0.001 1.58783e-08
77.4959 0.001 6.70745e-09
82.4648 0.001 2.5321e-09
87.7523 0.001 8.7179e-10
93.3788 0.001 2.644e-10
99.366 0.001 7.5757e-11
105.737 0.001 2.37053e-11
112.517 0.001 9.71078e-12
119.731 0.001 5.09449e-12
127.408 0.001 2.96292e-12
135.577 0.001 1.75318e-12
144.27 0.001 1.02866e-12
153.52 0.001 6.01017e-13
163.364 0.001 3.53556e-13
173.838 0.001 2.11438e-13
184.984 0.001 1.28945e-13
196.845 0.001 7.97111e-14
209.466 0.001 4.92461e-14
222.897 0.001 2.98437e-14
237.188 0.001 1.74016e-14
252.396 0.001 9.59334e-15
268.58 0.001 4.92448e-15
285.8 0.001 2.32168e-15
304.125 0.001 9.92045e-16
323.625 0.001 3.7892e-16
344.375 0.001 1.27435e-16
366.456 0.001 3.71024e-17
389.952 0.001 9.17477e-18
414.955 0.001 1.88573e-18
441.561 0.001 3.1436e-19
469.873 0.001 4.13429e-20
500 0.001 4.15696e-21
1000 0.001 1.02797e-46
2000 0.001 3.84453e-149
1 0.00107152 0.005291
1.06412 0.00107152 0.00517128
1.13235 0.00107152 0.0050389
1.20495 0.00107152 0.00489366
1.28221 0.00107152 0.00473497
1.36442 0.00107152 0.00456241
1.4519 0.00107152 0.00437584
1.545 0.00107152 0.00417544
1.64406 0.00107152 0.00396182
1.74947 0.00107152 0.00373615
1.86165 0.00107152 0.00350026
1.98101 0.00107152 0.0032568
2.10803 0.00107152 0.00300929
2.24319 0.00107152 0.00276228
2.38702 0.00107152 0.00252136
2.54007 0.00107152 0.00229315
2.70293 0.00107152 0.00208514
2.87624 0.00107152 0.00190542
3.06066 0.00107152 0.0017622
3.2569 0.00107152 0.00166307
3.46572 0.00107152 0.00161406
3.68794 0.00107152 0.00161842
3.9244 0.00107152 0.00167529
4.17603 0.00107152 0.00177836
4.44378 0.00107152 0.00191487
4.72871 0.00107152 0.00206532
5.0319 0.00107152 0.00220452
5.35454 0.00107152 0.00230424
5.69786 0.00107152 0.00233793
6.06319 0.00107152 0.00228701
6.45195 0.00107152 0.0021474
6.86563 0.00107152 0.0019343
7.30584 0.00107152 0.00168221
7.77428 0.00107152 0.00143804
8.27275 0.00107152 0.00124712
8.80318 0.00107152 0.00113546
9.36762 0.00107152 0.00109604
9.96825 0.00107152 0.00108837
10.6074 0.00107152 0.00105708
11.2875 0.00107152 0.000964331
12.0112 0.00107152 0.000816687
12.7814 0.00107152 0.000662558
13.6009 0.00107152 0.000553359
14.473 0.00107152 0.000496953
15.4009 0.00107152 0.000451919
16.3884 0.00107152 0.00037757
17.4392 0.00107152 0.00028458
18.5573 0.00107152 0.000216115
19.7472 0.00107152 0.000182272
21.0134 0.00107152 0.000151051
22.3607 0.00107152 0.000109537
23.7944 0.00107152 7.91494e-05
25.32 0.00107152 6.28301e-05
26.9435 0.00107152 4.51816e-05
28.6711 0.00107152 3.129e-05
30.5094 0.00107152 2.39606e-05
32.4656 0.00107152 1.5899e-05
34.5472 0.00107152 1.09634e-05
36.7623 0.00107152 7.47177e-06
39.1194 0.00107152 4.8295e-06
41.6277 0.00107152 3.14648e-06
44.2967 0.00107152 1.96113e-06
47.1369 0.00107152 1.21888e-06
50.1593 0.00107152 7.5402e-07
53.3754 0.00107152 4.37515e-07
56.7977 0.00107152 2.57652e-07
60.4394 0.00107152 1.46714e-07
64.3146 0.00107152 7.81114e-08
68.4384 0.00107152 3.80761e-08
72.8265 0.00107152 1.76223e-08
77.4959 0.00107152 7.44291e-09
82.4648 0.00107152 2.81061e-09
87.7523 0.00107152 9.67557e-10
93.3788 0.00107152 2.93435e-10
99.366 0.00107152 8.40714e-11
105.737 0.00107152 2.6304e-11
112.517 0.00107152 1.07729e-11
119.731 0.00107152 5.65086e-12
127.408 0.00107152 3.28645e-12
135.577 0.00107152 1.94465e-12
144.27 0.00107152 1.141e-12
153.52 0.00107152 6.66655e-13
163.364 0.00107152 3.92167e-13
173.838 0.00107152 2.34527e-13
184.984 0.00107152 1.43025e-13
196.845 0.00107152 8.84149e-14
209.466 0.00107152 5.46232e-14
222.897 0.00107152 3.31022e-14
237.188 0.00107152 1.93016e-14
252.396 0.00107152 1.06408e-14
268.58 0.00107152 5.4622e-15
285.8 0.00107152 2.57519e-15
304.125 0.00107152 1.10037e-15
323.625 0.00107152 4.20299e-16
344.375 0.00107152 1.41351e-16
366.456 0.00107152 4.11544e-17
389.952 0.00107152 1.01768e-17
414.955 0.00107152 2.0917e-18
441.561 0.00107152 3.48698e-19
469.873 0.00107152 4.58592e-20
500 0.00107152 4.6111e-21
1000 0.00107152 1.14053e-46
2000 0.00107152 4.2693e-149
1 0.00114815 0.00578841
1.06412 0.00114815 0.00565948
1.13235 0.00114815 0.00551684
1.20495 0.00114815 0.0053601
1.28221 0.00114815 0.00518881
1.36442 0.00114815 0.00500253
1.4519 0.00114815 0.00480108
1.545 0.00114815 0.00458463
1.64406 0.00114815 0.00435385
1.74947 0.00114815 0.00410997
1.86165 0.00114815 0.00385496
1.98101 0.00114815 0.00359166
2.10803 0.00114815 0.00332387
2.24319 0.00114815 0.00305649
2.38702 0.00114815 0.00279556
2.54007 0.00114815 0.00254823
2.70293 0.00114815 0.0023226
2.87624 0.00114815 0.00212743
3.06066 0.00114815 0.0019716
3.2569 0.00114815 0.00186333
3.46572 0.00114815 0.00180915
3.68794 0.00114815 0.00181261
3.9244 0.00114815 0.00187278
4.17603 0.00114815 0.00198288
4.44378 0.00114815 0.00212915
4.72871 0.00114815 0.00229056
5.0319 0.00114815 0.0024399
5.35454 0.00114815 0.00254665
5.69786 0.00114815 0.00258207
6.06319 0.00114815 0.00252589
6.45195 0.00114815 0.00237349
6.86563 0.00114815 0.00214107
7.30584 0.00114815 0.00186578
7.77428 0.00114815 0.00159837
8.27275 0.00114815 0.00138807
8.80318 0.00114815 0.00126343
9.36762 0.00114815 0.00121728
9.96825 0.00114815 0.00120609
10.6074 0.00114815 0.00116995
11.2875 0.00114815 0.00106755
12.0112 0.00114815 0.000905545
12.7814 0.00114815 0.000736076
13.6009 0.00114815 0.000614997
14.473 0.00114815 0.000551321
15.4009 0.00114815 0.000500521
16.3884 0.00114815 0.000418352
17.4392 0.00114815 0.00031598
18.5573 0.00114815 0.00024014
19.7472 0.00114815 0.000202128
21.0134 0.00114815 0.000167379
22.3607 0.00114815 0.000121604
23.7944 0.00114815 8.7901e-05
